owner; tokens
0x73039ffa9fa973b8d6fce2452d728f8724a20302;"[{"tokenId":"3620","lastBlockNum":14180562},{"tokenId":"3621","lastBlockNum":14180562}]"
0x56d91425ee736c903421ad25f2177356b80da1f4;"[{"tokenId":"3622","lastBlockNum":14181012}]"
0x03acb1139954ac08b0bd598709b067c4f6559141;"[{"tokenId":"3625","lastBlockNum":14180802},{"tokenId":"5100","lastBlockNum":14195888}]"
0x7adcf1dc63e59d50f37c27251f22a26ee319f282;"[{"tokenId":"3628","lastBlockNum":14180804}]"
0xd2336778ad4e7c9ca7d05026457d84ddafbc8269;"[{"tokenId":"3630","lastBlockNum":14180871},{"tokenId":"3631","lastBlockNum":14180871}]"
0x63f99ab6be42acc2a143451906db4d9071025bd1;"[{"tokenId":"3645","lastBlockNum":14181493}]"
0xbe39fe921d056769ef3657ec9003d235bf5c381f;"[{"tokenId":"3647","lastBlockNum":14181952}]"
0x488deae8f95c4ebc51ff38cef24dcc06e5d9f280;"[{"tokenId":"3648","lastBlockNum":14181510}]"
0x6554d1f17c7c40f98d1de0acd95067f155a5e1c6;"[{"tokenId":"3656","lastBlockNum":14181571},{"tokenId":"3657","lastBlockNum":14181571}]"
0xf8771ba67f50c1b953e10be0b303bd87f7d4b91c;"[{"tokenId":"3664","lastBlockNum":14181672},{"tokenId":"3666","lastBlockNum":14181699}]"
0x0e28b8b52da02cb52c470b0d20228b558305cbe9;"[{"tokenId":"3673","lastBlockNum":14181731},{"tokenId":"3674","lastBlockNum":14181731}]"
0xcbea8950503d7c7c75b22a2eed9ed5e53a296a32;"[{"tokenId":"3675","lastBlockNum":14198751}]"
0x8d8890235639aa0715afb141fd2943f19e101e78;"[{"tokenId":"3677","lastBlockNum":14181825},{"tokenId":"3678","lastBlockNum":14181825}]"
0x62dc4f2376cf02059beaff980a95eec2f8579b53;"[{"tokenId":"3680","lastBlockNum":14181894},{"tokenId":"3681","lastBlockNum":14181894}]"
0xeb0c56a29e13f1594d794158c507f77bfd5b6ec8;"[{"tokenId":"3682","lastBlockNum":14184798},{"tokenId":"4289","lastBlockNum":14185244},{"tokenId":"4545","lastBlockNum":14185250},{"tokenId":"5517","lastBlockNum":14185239}]"
0x2bae22548d81074b0f9e4be63da59444b6b7e91a;"[{"tokenId":"3686","lastBlockNum":14181957}]"
0x698bdcefa9d0ee7774cc75657be12704f3bea469;"[{"tokenId":"3687","lastBlockNum":14181988},{"tokenId":"3688","lastBlockNum":14181988}]"
0xe1af478e8a09e53d522dd32f3d8164d4b48839f2;"[{"tokenId":"3689","lastBlockNum":14181988},{"tokenId":"3690","lastBlockNum":14181988}]"
0x150270d24a1b2c271511e342710d953241a570e1;"[{"tokenId":"3691","lastBlockNum":14182027},{"tokenId":"3692","lastBlockNum":14182027}]"
0x19ea58463a1644a703eda1415823fda9fd39e42b;"[{"tokenId":"3693","lastBlockNum":14182033},{"tokenId":"3694","lastBlockNum":14182033}]"
0xe3f663418251186888935dc1c4979fa3a3da1bac;"[{"tokenId":"3696","lastBlockNum":14189398}]"
0x6ab1cf0dac2eb0622aea1e5c6837a4d0de589d07;"[{"tokenId":"3700","lastBlockNum":14182069}]"
0x4f2f6e4f2665fe8a181e07ee796282cc020a42bc;"[{"tokenId":"3701","lastBlockNum":14182083},{"tokenId":"3702","lastBlockNum":14182083}]"
0x9beb4ddaa94b287916849c07a770e1ab2e73ab01;"[{"tokenId":"3703","lastBlockNum":14182083},{"tokenId":"3704","lastBlockNum":14182083}]"
0x1cae61f2b72c2ab2b05131efe8f8964cfebce1d2;"[{"tokenId":"3705","lastBlockNum":14182083},{"tokenId":"3706","lastBlockNum":14182083}]"
0x9926e44db858c1eab9349919373515190b93aa61;"[{"tokenId":"3707","lastBlockNum":14182083},{"tokenId":"3708","lastBlockNum":14182083}]"
0xc8c0a6a14f4d6d6a05da115d606944659ecc8b90;"[{"tokenId":"3709","lastBlockNum":14182105},{"tokenId":"3710","lastBlockNum":14182105}]"
0x7fa74c36b9b22b2fe6b4f0707a2e32bfe9d5bfa0;"[{"tokenId":"3711","lastBlockNum":14182116},{"tokenId":"3712","lastBlockNum":14182116}]"
0x86bf3650d3c5200b2cdbf8436e50ba3ac010c4dc;"[{"tokenId":"3713","lastBlockNum":14182149},{"tokenId":"3714","lastBlockNum":14182149}]"
0xb5ca7e44fa56c9b216dd5de43a9af38a6d64a098;"[{"tokenId":"3715","lastBlockNum":14182152},{"tokenId":"3716","lastBlockNum":14182152}]"
0xd2e067a15acc3ee0509e672b88865b7eeff003b5;"[{"tokenId":"3717","lastBlockNum":14182155},{"tokenId":"3718","lastBlockNum":14182155}]"
0x5f5273aeca22f91c783058d3587b9cc209ac2ee4;"[{"tokenId":"3719","lastBlockNum":14182161},{"tokenId":"3720","lastBlockNum":14182161}]"
0x94cdcd96a533fdd04c933d84716380bd9e83c714;"[{"tokenId":"3721","lastBlockNum":14182163},{"tokenId":"3722","lastBlockNum":14182163}]"
0x32989950dd7db80b3084ff8b7cdada50d75e1e38;"[{"tokenId":"3723","lastBlockNum":14182173},{"tokenId":"3724","lastBlockNum":14182173}]"
0xdfd6ec532a3bc9f72e8f65c9ce98fdf5f38ca848;"[{"tokenId":"3727","lastBlockNum":14182177},{"tokenId":"3728","lastBlockNum":14182177}]"
0x3529d69551c5103829b0b2a27ee1ac7a07096592;"[{"tokenId":"3729","lastBlockNum":14182186},{"tokenId":"3730","lastBlockNum":14182186}]"
0x60cd04af655806bcde85964a78543def2d40aaaf;"[{"tokenId":"3732","lastBlockNum":14182364},{"tokenId":"3733","lastBlockNum":14182364}]"
0x0c782ee10781c5c69c3488be3c45c170d3b1a220;"[{"tokenId":"3734","lastBlockNum":14182370},{"tokenId":"3735","lastBlockNum":14182370}]"
0x7bdaa0e15fdb8f5592bcf7e584cdc300d7f65ce3;"[{"tokenId":"3747","lastBlockNum":14182794},{"tokenId":"3748","lastBlockNum":14182794}]"
0x0477e4399883007065f301cc62c7a3fd87972a9c;"[{"tokenId":"3750","lastBlockNum":14185391}]"
0x0cf55386cf8f310425193b85282bcb73d08ea410;"[{"tokenId":"3751","lastBlockNum":14183150}]"
0x8429f86536cd5773c7989d2bb57a7b2135907643;"[{"tokenId":"3755","lastBlockNum":14185697}]"
0x2ae8693486cddc27cfa7665cd5790b8c1b6f9452;"[{"tokenId":"3756","lastBlockNum":14183162}]"
0x337eab9d822111502cadf05815f2ee81e798365f;"[{"tokenId":"3761","lastBlockNum":14183172},{"tokenId":"3762","lastBlockNum":14183172}]"
0x739e82ed5ed41f0c884ab830a97ae92934c25c07;"[{"tokenId":"3763","lastBlockNum":14183180},{"tokenId":"3764","lastBlockNum":14183180}]"
0x1e61147584b756c042a00aa044cd1e70dca853f6;"[{"tokenId":"3767","lastBlockNum":14183211}]"
0x1bc0fb24c9ef20b681157f283b76d0f753749ab0;"[{"tokenId":"3769","lastBlockNum":14183213}]"
0x93c3b55225d0131cb2a45149e42b391dc451ccc7;"[{"tokenId":"3770","lastBlockNum":14183271},{"tokenId":"3771","lastBlockNum":14183271}]"
0xe79353a4cf181e3eb506db8ffdf17d6558961449;"[{"tokenId":"3773","lastBlockNum":14183302},{"tokenId":"3774","lastBlockNum":14183302}]"
0xcd5207c53f9b188d2d07fbd509073cad77fd7623;"[{"tokenId":"3775","lastBlockNum":14183313}]"
0xe78a1782f4cf881fa326c04b47a6f8846aaa94b7;"[{"tokenId":"3777","lastBlockNum":14183318},{"tokenId":"3778","lastBlockNum":14183318}]"
0x9cd0395bb8a13a23e9256a0cfaf5c2d3f49497de;"[{"tokenId":"3781","lastBlockNum":14183335},{"tokenId":"3782","lastBlockNum":14183335}]"
0xe89fdca6ce197f626f1750a9c90f3191fd412947;"[{"tokenId":"3784","lastBlockNum":14183340}]"
0xfb2b92647caf33de327488f5122f1aa5a61daadb;"[{"tokenId":"3785","lastBlockNum":14183344},{"tokenId":"3786","lastBlockNum":14183344}]"
0x46f03acbd2fb7c426661ea00cbe81ac619169a89;"[{"tokenId":"3787","lastBlockNum":14183345},{"tokenId":"3788","lastBlockNum":14183345}]"
0x28827ca7633e4ef9349d89261e98fbe96785d97b;"[{"tokenId":"3789","lastBlockNum":14183350},{"tokenId":"3790","lastBlockNum":14183350}]"
0xf35fd760fd20f64cc26c89e89aa0e0762e28ac72;"[{"tokenId":"3795","lastBlockNum":14183436},{"tokenId":"3796","lastBlockNum":14183436}]"
0x86dca4bfacef27c64198aac309a0e11764728b8e;"[{"tokenId":"3798","lastBlockNum":14183436}]"
0xe87645fd7a17244c7bc74afd596790159cc5728b;"[{"tokenId":"3799","lastBlockNum":14183436},{"tokenId":"3800","lastBlockNum":14183436}]"
0x1b571da41ddca1bd3452cffa2d23337c831bea92;"[{"tokenId":"3801","lastBlockNum":14183436},{"tokenId":"3802","lastBlockNum":14183436}]"
0x4a08657fa062bbb767e323c022689343844003cd;"[{"tokenId":"3803","lastBlockNum":14183436},{"tokenId":"3804","lastBlockNum":14183436}]"
0xb9c48e8750d342f14610fcbd7d90e9ebfa199daf;"[{"tokenId":"3805","lastBlockNum":14183442},{"tokenId":"3806","lastBlockNum":14183442}]"
0x1ad38eca5fd5c7ffe07ca5242ec344382cc77a71;"[{"tokenId":"3807","lastBlockNum":14183442},{"tokenId":"3808","lastBlockNum":14183442}]"
0x28dc6b9424de7f39719e8486c52c9eb7f58c1353;"[{"tokenId":"3809","lastBlockNum":14183442},{"tokenId":"3810","lastBlockNum":14183442}]"
0xd494dc12e7aeef38f1de9c11a32d2dcd3e61f714;"[{"tokenId":"3811","lastBlockNum":14183442},{"tokenId":"3812","lastBlockNum":14183442}]"
0x7e6a5eb1e9ff30776792a6afd02ac5593350ae3b;"[{"tokenId":"3813","lastBlockNum":14183442},{"tokenId":"3814","lastBlockNum":14183442}]"
0x91d848bcab5f2e24cf585697f7b3a38a70190702;"[{"tokenId":"3815","lastBlockNum":14183442},{"tokenId":"3816","lastBlockNum":14183442}]"
0x1d92c86b30da2911ebe5946de29ad96f6c26a419;"[{"tokenId":"3818","lastBlockNum":14183460},{"tokenId":"3819","lastBlockNum":14183460}]"
0x7c81630ab59fe4185426d65be21e8f025f0a3bac;"[{"tokenId":"3820","lastBlockNum":14183460},{"tokenId":"3821","lastBlockNum":14183460}]"
0xa4720c52aedffdb73c5b1580b2e2f49fe5df85c4;"[{"tokenId":"3822","lastBlockNum":14183460},{"tokenId":"3823","lastBlockNum":14183460}]"
0x68fa680f5fa80e991de346909d239783215c1999;"[{"tokenId":"3824","lastBlockNum":14183460},{"tokenId":"3825","lastBlockNum":14183460}]"
0xcdc3301f2933cc6a768fde1defbe01091d8f0571;"[{"tokenId":"3826","lastBlockNum":14183460},{"tokenId":"3827","lastBlockNum":14183460}]"
0x977e34931222881313ee27549d985ab69108808f;"[{"tokenId":"3828","lastBlockNum":14183460},{"tokenId":"3829","lastBlockNum":14183460}]"
0x09825baa406d8ec0319536df0aa68000a1c780e0;"[{"tokenId":"3830","lastBlockNum":14183460},{"tokenId":"3831","lastBlockNum":14183460}]"
0x65cc6708a8fb4db361457eb0c2621f5b2b06a26d;"[{"tokenId":"3832","lastBlockNum":14183460},{"tokenId":"3833","lastBlockNum":14183460}]"
0x14eb8da4aae85b27be271eb6450a699cbaf9e34e;"[{"tokenId":"3834","lastBlockNum":14183460},{"tokenId":"3835","lastBlockNum":14183460}]"
0xbe9b1fcddb8828013ee22d72fe6d5c51a61eec94;"[{"tokenId":"3836","lastBlockNum":14183460},{"tokenId":"3837","lastBlockNum":14183460}]"
0xec6c682d44fb37cdc2f2035458222ccd8e48dd4e;"[{"tokenId":"3838","lastBlockNum":14183460},{"tokenId":"3839","lastBlockNum":14183460}]"
0xade6a7d14d01ae229d0c0d8b1c4576a36486f7ed;"[{"tokenId":"3840","lastBlockNum":14183460},{"tokenId":"3841","lastBlockNum":14183460}]"
0x2cac7499f17d3235847d0a0bcd2ae6ba3ab7f0b9;"[{"tokenId":"3842","lastBlockNum":14183460},{"tokenId":"3843","lastBlockNum":14183460}]"
0x872aa62a462c134fb091948994fc068cfe204644;"[{"tokenId":"3844","lastBlockNum":14183460},{"tokenId":"3845","lastBlockNum":14183460}]"
0xef52847064a90dd0ae8f5164f567adef0cd3ddb8;"[{"tokenId":"3846","lastBlockNum":14183460},{"tokenId":"3847","lastBlockNum":14183460}]"
0x257384d3be1393cadd59c0ff776a8cd3bced620b;"[{"tokenId":"3848","lastBlockNum":14183460},{"tokenId":"3849","lastBlockNum":14183460}]"
0x18c23c4e246c0fc58e7c3836da77ce55d7618dd3;"[{"tokenId":"3850","lastBlockNum":14183460},{"tokenId":"3851","lastBlockNum":14183460}]"
0x14243546c7d656eca9b657890770bc0c1f8e5872;"[{"tokenId":"3852","lastBlockNum":14183460},{"tokenId":"3853","lastBlockNum":14183460}]"
0x84d2ca35a92d6d50541cadf3dec298f22637f77f;"[{"tokenId":"3854","lastBlockNum":14183460},{"tokenId":"3855","lastBlockNum":14183460}]"
0x086567b53ce137f1d4d7241baf9183df7a904657;"[{"tokenId":"3856","lastBlockNum":14183460},{"tokenId":"3857","lastBlockNum":14183460}]"
0x37e7861794e977ad991cda84a681659ec40c8e16;"[{"tokenId":"3858","lastBlockNum":14183460},{"tokenId":"3859","lastBlockNum":14183460}]"
0x6b57a7050a7bf1132bff3eb82fabe1b575405bbc;"[{"tokenId":"3860","lastBlockNum":14183460},{"tokenId":"3861","lastBlockNum":14183460}]"
0x4f0d9f832b957d8c750e42f117d249979d9ac723;"[{"tokenId":"3862","lastBlockNum":14183460},{"tokenId":"3863","lastBlockNum":14183460}]"
0xd2e2bfaad7709c4a90df765ecf8f1c82506fe05e;"[{"tokenId":"3864","lastBlockNum":14183460},{"tokenId":"3865","lastBlockNum":14183460}]"
0x85a8bdaaa7f123feba74a88a25a76ada23ffc07c;"[{"tokenId":"3866","lastBlockNum":14183460},{"tokenId":"3867","lastBlockNum":14183460}]"
0x84e977c3c62d006316e72a2a663d7407ce98c5b3;"[{"tokenId":"3868","lastBlockNum":14183460},{"tokenId":"3869","lastBlockNum":14183460}]"
0xb4fa13cda5881e984ec490f44f60bdb9d2645258;"[{"tokenId":"3870","lastBlockNum":14183460},{"tokenId":"3871","lastBlockNum":14183460}]"
0x65dfb91b2ee55f1a9d17f238f13b88ed2adf6c23;"[{"tokenId":"3872","lastBlockNum":14183460},{"tokenId":"3873","lastBlockNum":14183460}]"
0x1f92c61e5505e1847ef24b0d975dd9f6ff7ba236;"[{"tokenId":"3874","lastBlockNum":14183460},{"tokenId":"3875","lastBlockNum":14183460}]"
0x54ea5c4520d31b2e14ba68f1d530b8dd6d0f9118;"[{"tokenId":"3876","lastBlockNum":14183460},{"tokenId":"3877","lastBlockNum":14183460}]"
0x24da80062d7be833036248a968e79758cf5856a8;"[{"tokenId":"3878","lastBlockNum":14183460},{"tokenId":"3879","lastBlockNum":14183460}]"
0x6c28eabfab80e1baf7e3c617155cd7d68651bf3c;"[{"tokenId":"3880","lastBlockNum":14183460},{"tokenId":"3881","lastBlockNum":14183460}]"
0x954d6fdff3e67b8a3c9d3b941ff152751ea9b8e7;"[{"tokenId":"3882","lastBlockNum":14183460},{"tokenId":"3883","lastBlockNum":14183460}]"
0xf46f85bf935795bafe3b222ea97b64153f64becf;"[{"tokenId":"3884","lastBlockNum":14183460},{"tokenId":"3885","lastBlockNum":14183460}]"
0x5b0afc93cf4d744ca98004aeb98dae18094f80be;"[{"tokenId":"3886","lastBlockNum":14183460},{"tokenId":"3887","lastBlockNum":14183460}]"
0x3aa690f575aef36d7a6d9eeebde0145d99114f3c;"[{"tokenId":"3888","lastBlockNum":14183460},{"tokenId":"3889","lastBlockNum":14183460}]"
0x7ca4707cd57b0d4ace856398de288c0ca4ba82d5;"[{"tokenId":"3890","lastBlockNum":14183460},{"tokenId":"3891","lastBlockNum":14183460}]"
0xcd0338716e0931b8571fb469136bbf3843c4215f;"[{"tokenId":"3892","lastBlockNum":14183460},{"tokenId":"3893","lastBlockNum":14183460}]"
0x7088710773107061ea52b9ebff69aca296288076;"[{"tokenId":"3894","lastBlockNum":14183460},{"tokenId":"3895","lastBlockNum":14183460}]"
0x08cb6058f147d0e5821e6806a330fc315bbb4f5c;"[{"tokenId":"3896","lastBlockNum":14183460},{"tokenId":"3897","lastBlockNum":14183460}]"
0x56c902e191d88fa68d8df7ddee11721a4c1e7666;"[{"tokenId":"3898","lastBlockNum":14183460},{"tokenId":"3899","lastBlockNum":14183460}]"
0x103d575541868bb12d2862c3fddf82d6744a7645;"[{"tokenId":"3900","lastBlockNum":14183460},{"tokenId":"3901","lastBlockNum":14183460}]"
0x8ebea96e7df4a5ce82d1cecd2dc22b1328c8f3fc;"[{"tokenId":"3902","lastBlockNum":14183460},{"tokenId":"3903","lastBlockNum":14183460}]"
0xf02fda60d0fb2b1544c55c30ddf53b4eb594d5d7;"[{"tokenId":"3904","lastBlockNum":14183460},{"tokenId":"3905","lastBlockNum":14183460}]"
0xcb15094101097fec01afa02726cb67036306a589;"[{"tokenId":"3906","lastBlockNum":14183460},{"tokenId":"3907","lastBlockNum":14183460}]"
0xdd514440784c337f2391c0ada0f757a759a20156;"[{"tokenId":"3908","lastBlockNum":14183460},{"tokenId":"3909","lastBlockNum":14183460}]"
0x4a514e17cd1533bafede31704d556b559a955451;"[{"tokenId":"3910","lastBlockNum":14183460},{"tokenId":"3911","lastBlockNum":14183460}]"
0x7edafed68f8b352e42829c5c8dbcb7ed2f4d85bb;"[{"tokenId":"3912","lastBlockNum":14183460},{"tokenId":"3913","lastBlockNum":14183460}]"
0xd4001292f84adc63cf6afe0e46eeaf6bfe442768;"[{"tokenId":"3914","lastBlockNum":14183460},{"tokenId":"3915","lastBlockNum":14183460}]"
0xfc7930bf03bd772fd13c31fa183830b8f36e443d;"[{"tokenId":"3916","lastBlockNum":14183460},{"tokenId":"3917","lastBlockNum":14183460}]"
0xef48d1ee968d1e042c601c2af72ccbf778315e33;"[{"tokenId":"3918","lastBlockNum":14183460},{"tokenId":"3919","lastBlockNum":14183460}]"
0x0d2a06fe63d8ce201c5fa196ec9d28f8d427e08f;"[{"tokenId":"3920","lastBlockNum":14183460},{"tokenId":"3921","lastBlockNum":14183460}]"
0xd5474dfdb721d939d38c6c1d0d1334317a739c59;"[{"tokenId":"3922","lastBlockNum":14183460},{"tokenId":"3923","lastBlockNum":14183460}]"
0x3e6f7089802890a6b725ad85a6e209ee5613a532;"[{"tokenId":"3924","lastBlockNum":14183460},{"tokenId":"3925","lastBlockNum":14183460}]"
0x2106006750964a70a57ff27fbc11d61087c225e5;"[{"tokenId":"3926","lastBlockNum":14183460},{"tokenId":"3927","lastBlockNum":14183460}]"
0x49d3efa4414dc4c2bb32b9b9c92ca6c25d680667;"[{"tokenId":"3928","lastBlockNum":14183460},{"tokenId":"3929","lastBlockNum":14183460}]"
0x97610d62c26b0ef6b21ffa4823baeda1828d9143;"[{"tokenId":"3930","lastBlockNum":14183491},{"tokenId":"3931","lastBlockNum":14183491}]"
0xd58e42a756cbfd34bda073c80dbdd66cd6fd4aa7;"[{"tokenId":"3932","lastBlockNum":14183491},{"tokenId":"3933","lastBlockNum":14183491}]"
0xcf3d8ff0b0c081565e123a7da27950dd060645a2;"[{"tokenId":"3934","lastBlockNum":14183491},{"tokenId":"3935","lastBlockNum":14183491}]"
0xe1aa0447c14667166a396719ddbd1cdd6ca5357d;"[{"tokenId":"3936","lastBlockNum":14183491},{"tokenId":"3937","lastBlockNum":14183491}]"
0x3bb6b905cee7ff02b158df7fd21cad1322ee6e20;"[{"tokenId":"3938","lastBlockNum":14183491},{"tokenId":"3939","lastBlockNum":14183491}]"
0x86fd30bd3111b4e6323ab0b81121e500abe410e8;"[{"tokenId":"3940","lastBlockNum":14183491},{"tokenId":"3941","lastBlockNum":14183491}]"
0xdbc5aca2b248695612736b96731b339df48a57de;"[{"tokenId":"3942","lastBlockNum":14183491},{"tokenId":"3943","lastBlockNum":14183491}]"
0x0d85511e55fed58fe31df64cd8da3862fbf86c9c;"[{"tokenId":"3944","lastBlockNum":14183491},{"tokenId":"3945","lastBlockNum":14183491}]"
0x1833cc3514f69651c12f32f64eabeeb21f7d9e85;"[{"tokenId":"3946","lastBlockNum":14183491},{"tokenId":"3947","lastBlockNum":14183491}]"
0x88477e128dfffa56025e7a5997ad5b421ee58615;"[{"tokenId":"3948","lastBlockNum":14183491},{"tokenId":"3949","lastBlockNum":14183491}]"
0xd2df9e8273b11d2ae0ebe14f7ec3b979bd62296b;"[{"tokenId":"3950","lastBlockNum":14183491},{"tokenId":"3951","lastBlockNum":14183491}]"
0x4d5a7ee53bf5bfd170f8b4bd529df751454e8c46;"[{"tokenId":"3952","lastBlockNum":14183491},{"tokenId":"3953","lastBlockNum":14183491}]"
0x71c1601801db6e27e78f20c8a56894a502dbc5f0;"[{"tokenId":"3954","lastBlockNum":14183491},{"tokenId":"3955","lastBlockNum":14183491}]"
0x5ce003c87ce2ee0e5ec9cba348672cc8c024489f;"[{"tokenId":"3956","lastBlockNum":14183491},{"tokenId":"3957","lastBlockNum":14183491}]"
0xf67552d21a39967aa0548d24ff998853f4f76e81;"[{"tokenId":"3958","lastBlockNum":14183491},{"tokenId":"3959","lastBlockNum":14183491}]"
0x8568e7020b853c2030ed59265eab70987e7e9bc4;"[{"tokenId":"3960","lastBlockNum":14183491},{"tokenId":"3961","lastBlockNum":14183491}]"
0x7ebddcb63ce806d9deb259ebaa329a03f698cb7c;"[{"tokenId":"3962","lastBlockNum":14183491},{"tokenId":"3963","lastBlockNum":14183491}]"
0x57a7450f6aecff2f9036ccd2e671f458f5312a57;"[{"tokenId":"3964","lastBlockNum":14183491},{"tokenId":"3965","lastBlockNum":14183491}]"
0x9d9a7186e454459921c745a5a157fd8ec81a55e2;"[{"tokenId":"3966","lastBlockNum":14183491},{"tokenId":"3967","lastBlockNum":14183491}]"
0x104bd0b1790a9a0e84b27ddcb878db559524bd26;"[{"tokenId":"3968","lastBlockNum":14183491},{"tokenId":"3969","lastBlockNum":14183491}]"
0xe76b80c752d1fc3cd2c78168f46aa2ae1e8317ad;"[{"tokenId":"3970","lastBlockNum":14183491},{"tokenId":"3971","lastBlockNum":14183491}]"
0xfb4d9274e964d07db89c172e919dce6b6afc733a;"[{"tokenId":"3972","lastBlockNum":14183491},{"tokenId":"3973","lastBlockNum":14183491}]"
0xa3d1f00d4a33bb9070b53f3ad5d63fe1fd407d34;"[{"tokenId":"3974","lastBlockNum":14183491},{"tokenId":"3975","lastBlockNum":14183491}]"
0x286f2897e67bbd2c7e208d43287244da445b09be;"[{"tokenId":"3976","lastBlockNum":14183491},{"tokenId":"3977","lastBlockNum":14183491}]"
0x948e66a4586a66f999f871869e7923ffdc000ee5;"[{"tokenId":"3978","lastBlockNum":14183491},{"tokenId":"3979","lastBlockNum":14183491}]"
0xfe2c27696b3627d56d566dba7febec1154d76e9d;"[{"tokenId":"3980","lastBlockNum":14183491},{"tokenId":"3981","lastBlockNum":14183491}]"
0xc060847fb44fcd78d1271f76fe65296740003630;"[{"tokenId":"3982","lastBlockNum":14183491},{"tokenId":"3983","lastBlockNum":14183491}]"
0xf877811a791b83657b15fd001b8418b57f8451ea;"[{"tokenId":"3984","lastBlockNum":14183491},{"tokenId":"3985","lastBlockNum":14183491}]"
0x75b1e1d0367e38ab8d814df7106c6278adab6887;"[{"tokenId":"3986","lastBlockNum":14183491},{"tokenId":"3987","lastBlockNum":14183491}]"
0xba09ef470f31aa2c947b0d707d8bfb73662d3491;"[{"tokenId":"3988","lastBlockNum":14183491},{"tokenId":"3989","lastBlockNum":14183491}]"
0xd623bdf26e247cc9984033bd15d5bcdb3a038670;"[{"tokenId":"3990","lastBlockNum":14183491},{"tokenId":"3991","lastBlockNum":14183491}]"
0xeb3ceb310ef7cc92fdd8a171612a93b452a5ba55;"[{"tokenId":"3992","lastBlockNum":14183491},{"tokenId":"3993","lastBlockNum":14183491}]"
0xd941ae2225d39268aed2b500fae82ec96109a691;"[{"tokenId":"3994","lastBlockNum":14183491},{"tokenId":"3995","lastBlockNum":14183491}]"
0x0caa1e3d7cf5ce738b4ff96a828f4136101f3552;"[{"tokenId":"3996","lastBlockNum":14183491},{"tokenId":"3997","lastBlockNum":14183491}]"
0x8cd2b2cbdb55a9a12733cfbbb026654f8b9edb9c;"[{"tokenId":"4000","lastBlockNum":14183495}]"
0xd03ad690ed8065edfdc1e08197a3ebc71535a7ff;"[{"tokenId":"4056","lastBlockNum":14183508}]"
0xf53c5e109f23a92f4aad4b001ec44eab5e64c017;"[{"tokenId":"4109","lastBlockNum":14192311},{"tokenId":"4497","lastBlockNum":14185212}]"
0x1b6f48cdfa9cbdba165d3435e43f34f3feb8b6c9;"[{"tokenId":"4113","lastBlockNum":14185332},{"tokenId":"4175","lastBlockNum":14185138},{"tokenId":"4395","lastBlockNum":14185186},{"tokenId":"4403","lastBlockNum":14185202},{"tokenId":"4491","lastBlockNum":14185167},{"tokenId":"4687","lastBlockNum":14185197},{"tokenId":"4996","lastBlockNum":14185160},{"tokenId":"5004","lastBlockNum":14185174},{"tokenId":"5103","lastBlockNum":14185180},{"tokenId":"5126","lastBlockNum":14185131}]"
0x3e33b7b6e72239c795758ea4cdc06403a0b83f92;"[{"tokenId":"4114","lastBlockNum":14185118},{"tokenId":"4263","lastBlockNum":14185337},{"tokenId":"4532","lastBlockNum":14185222},{"tokenId":"4560","lastBlockNum":14185205},{"tokenId":"4721","lastBlockNum":14185103},{"tokenId":"4940","lastBlockNum":14185128},{"tokenId":"5139","lastBlockNum":14185111}]"
0x3eab13e6f5e080430bdd1b8de6660d90a352ac39;"[{"tokenId":"4122","lastBlockNum":14191722}]"
0x1031b47fbef0b41652042cbe0bf4c3df4e736dfd;"[{"tokenId":"4123","lastBlockNum":14185255}]"
0x927575bb62f43707f2cfa629fd1700453c91b079;"[{"tokenId":"4126","lastBlockNum":14201308}]"
0x8af70ee940720aca7c7f49ae7c0d9dc5f720e4cd;"[{"tokenId":"4132","lastBlockNum":14184988}]"
0x508366688005e05687624e2231ce10e1447ed002;"[{"tokenId":"4135","lastBlockNum":14184988}]"
0x2e5899e2526a70f9ce53fa5bcbd732082f0e9ddf;"[{"tokenId":"4138","lastBlockNum":14187338},{"tokenId":"4144","lastBlockNum":14187349},{"tokenId":"4834","lastBlockNum":14187357},{"tokenId":"4837","lastBlockNum":14187367}]"
0x495d0620be5f0f6f4ecf404e2aa53718400d8f2d;"[{"tokenId":"4141","lastBlockNum":14185112}]"
0x5cacce1b2c65606175469bcd3e6f4fbe4d0fb63c;"[{"tokenId":"4142","lastBlockNum":14184988}]"
0x931c1d28bea8b7913fa216e50f22ad5c238284f8;"[{"tokenId":"4143","lastBlockNum":14196856}]"
0xb4c5e62cb5524b0f073ce08666c63bda082e7b3a;"[{"tokenId":"4145","lastBlockNum":14191861},{"tokenId":"4659","lastBlockNum":14191861},{"tokenId":"5193","lastBlockNum":14185069}]"
0x91dbb55b06bdc649921fb58e3d97967403150845;"[{"tokenId":"4147","lastBlockNum":14185671},{"tokenId":"4582","lastBlockNum":14185692},{"tokenId":"4840","lastBlockNum":14185588},{"tokenId":"4975","lastBlockNum":14185814},{"tokenId":"5298","lastBlockNum":14185614},{"tokenId":"5489","lastBlockNum":14185601}]"
0xc8a6715e4c6c90c701098d1c08f599f7c8f48287;"[{"tokenId":"4148","lastBlockNum":14188155},{"tokenId":"5276","lastBlockNum":14185024}]"
0x92262d5b4733ce8a4586ddc75c2a3c8bce8b1db5;"[{"tokenId":"4153","lastBlockNum":14198138}]"
0x65c575f3bc8c3450d8b283b6ff5d0ea9ac677aa6;"[{"tokenId":"4154","lastBlockNum":14184988}]"
